difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.7381,0.8562,0.8062,0.4188,0.9,0.45,0.8562,0.8062,0.95,0.9,0.95,0.9,1.0,0.75,0.85,0.85,0.9,0.9,0.8,0.75,0.8,0.85,0.85,0.75,0.85,0.85,0.9,0.9,0.8,0.75,0.8,0.85,0.85
hard,0.5438,0.5438,0.8301,0.7308,0.375,0.1026,0.5438,0.8301,0.2051,0.3846,0.2051,0.3846,0.975,0.5,0.525,0.55,0.575,0.55,0.7436,0.8462,0.8462,0.8462,0.8205,0.5,0.525,0.55,0.575,0.55,0.7436,0.8462,0.8462,0.8462,0.8205
medium,0.4778,0.3906,0.6419,0.5372,0.575,0.1081,0.3906,0.6419,0.3514,0.6216,0.3514,0.6216,0.925,0.325,0.325,0.425,0.425,0.45,0.5676,0.6216,0.6486,0.6757,0.6757,0.325,0.325,0.425,0.425,0.45,0.5676,0.6216,0.6486,0.6757,0.6757
