difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.5612,0.5312,0.6688,0.4125,0.75,0.3,0.5312,0.6688,0.4,0.75,0.4,0.75,1.0,0.55,0.4,0.6,0.55,0.6,0.65,0.6,0.65,0.75,0.7,0.55,0.4,0.6,0.55,0.6,0.65,0.6,0.65,0.75,0.7
hard,0.3438,0.3906,0.4688,0.3875,0.2375,0.125,0.3906,0.4688,0.225,0.2375,0.225,0.2375,1.0,0.3,0.375,0.4,0.425,0.425,0.425,0.475,0.475,0.475,0.475,0.3,0.375,0.4,0.425,0.425,0.425,0.475,0.475,0.475,0.475
medium,0.2005,0.125,0.3047,0.2391,0.2625,0.075,0.125,0.3047,0.1875,0.2625,0.1875,0.2625,1.0,0.1,0.05,0.125,0.175,0.2,0.25,0.3125,0.3375,0.2875,0.3125,0.1,0.05,0.125,0.175,0.2,0.25,0.3125,0.3375,0.2875,0.3125
