difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.7106,0.825,0.75,0.3688,0.9,0.4,0.825,0.75,0.85,0.9,0.85,0.9,1.0,0.7,0.75,0.8,0.9,1.0,0.75,0.7,0.75,0.8,0.75,0.7,0.75,0.8,0.9,1.0,0.75,0.7,0.75,0.8,0.75
hard,0.7578,0.9219,0.9219,0.7469,0.55,0.2,0.9219,0.9219,0.525,0.55,0.525,0.55,1.0,0.95,0.85,0.925,0.975,0.925,0.875,0.9,0.95,0.925,0.95,0.95,0.85,0.925,0.975,0.925,0.875,0.9,0.95,0.925,0.95
medium,0.4412,0.3719,0.5062,0.45,0.525,0.075,0.3719,0.5062,0.275,0.525,0.275,0.525,1.0,0.45,0.3,0.3,0.425,0.475,0.425,0.55,0.5,0.525,0.475,0.45,0.3,0.3,0.425,0.475,0.425,0.55,0.5,0.525,0.475
