rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.8388,0.9868,0.7434,0.7434,0.7368,0.0,0.9868,0.7434,1.0,0.7368,1.0,0.7368,1.0,0.8947,1.0,1.0,1.0,1.0,0.6842,0.7368,0.7368,0.7895,0.7368,0.8947,1.0,1.0,1.0,1.0,0.6842,0.7368,0.7368,0.7895,0.7368
iteration,0.9261,0.9943,0.8977,0.8977,0.8636,0.0,0.9943,0.8977,1.0,0.8636,1.0,0.8636,1.0,0.9545,1.0,1.0,1.0,1.0,0.7273,0.8636,0.9091,1.0,0.9091,0.9545,1.0,1.0,1.0,1.0,0.7273,0.8636,0.9091,1.0,0.9091
partitioning,0.6336,0.3947,0.6908,0.6908,0.8947,0.0,0.3947,0.6908,0.2105,0.8947,0.2105,0.8947,1.0,0.3684,0.2105,0.4474,0.4211,0.6316,0.6316,0.6842,0.6842,0.6842,0.7895,0.3684,0.2105,0.4474,0.4211,0.6316,0.6316,0.6842,0.6842,0.6842,0.7895
permutation,0.8562,0.9375,0.7708,0.7708,0.8333,0.0,0.9375,0.7708,0.9444,0.8333,0.9444,0.8333,1.0,0.7778,0.9444,0.9444,1.0,0.9444,0.6667,0.7222,0.8333,0.7778,0.8333,0.7778,0.9444,0.9444,1.0,0.9444,0.6667,0.7222,0.8333,0.7778,0.8333
reindexing,0.7682,0.6761,0.8864,0.8864,0.7727,0.0,0.6761,0.8864,0.8182,0.7727,0.8182,0.7727,1.0,0.5909,0.6818,0.6818,0.7273,0.6364,0.9091,0.9091,0.9091,0.8636,0.8182,0.5909,0.6818,0.6818,0.7273,0.6364,0.9091,0.9091,0.9091,0.8636,0.8182
