rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.4513,0.6842,0.4342,0.4342,0.1579,0.0,0.6842,0.4342,0.8421,0.1579,0.8421,0.1579,1.0,0.5263,0.6316,0.6316,0.7895,0.8421,0.2632,0.4737,0.4211,0.4737,0.4737,0.5263,0.6316,0.6316,0.7895,0.8421,0.2632,0.4737,0.4211,0.4737,0.4737
iteration,0.4716,0.7614,0.2841,0.2841,0.2727,0.0,0.7614,0.2841,0.7727,0.2727,0.7727,0.2727,1.0,0.5909,0.7273,0.7273,0.8636,0.8636,0.2727,0.2727,0.2727,0.2727,0.3636,0.5909,0.7273,0.7273,0.8636,0.8636,0.2727,0.2727,0.2727,0.2727,0.3636
partitioning,0.2487,0.1382,0.2237,0.2237,0.4211,0.0,0.1382,0.2237,0.1053,0.4211,0.1053,0.4211,1.0,0.0526,0.2105,0.0526,0.1579,0.2105,0.0526,0.1579,0.3158,0.2632,0.2632,0.0526,0.2105,0.0526,0.1579,0.2105,0.0526,0.1579,0.3158,0.2632,0.2632
permutation,0.4,0.25,0.5,0.5,0.5,0.0,0.25,0.5,0.3333,0.5,0.3333,0.5,1.0,0.1667,0.2778,0.2222,0.2778,0.2778,0.3333,0.4444,0.5,0.5556,0.6667,0.1667,0.2778,0.2222,0.2778,0.2778,0.3333,0.4444,0.5,0.5556,0.6667
reindexing,0.2994,0.25,0.3466,0.3466,0.3182,0.0,0.25,0.3466,0.3182,0.3182,0.3182,0.3182,1.0,0.0909,0.1364,0.3182,0.3182,0.3636,0.3182,0.2727,0.2727,0.4545,0.4545,0.0909,0.1364,0.3182,0.3182,0.3636,0.3182,0.2727,0.2727,0.4545,0.4545
