rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.3066,0.2434,0.3289,0.3289,0.3684,0.0,0.2434,0.3289,0.3684,0.3684,0.3684,0.3684,1.0,0.2105,0.2632,0.2105,0.2632,0.2632,0.3158,0.3684,0.3158,0.3158,0.3158,0.2105,0.2632,0.2105,0.2632,0.2632,0.3158,0.3684,0.3158,0.3158,0.3158
iteration,0.3955,0.3409,0.3636,0.3636,0.5,0.0,0.3409,0.3636,0.4545,0.5,0.4545,0.5,1.0,0.2273,0.3182,0.3636,0.3636,0.4091,0.2727,0.3636,0.3636,0.3636,0.4545,0.2273,0.3182,0.3636,0.3636,0.4091,0.2727,0.3636,0.3636,0.3636,0.4545
partitioning,0.3901,0.2105,0.4408,0.4408,0.5789,0.0,0.2105,0.4408,0.2632,0.5789,0.2632,0.5789,1.0,0.0526,0.1053,0.1579,0.3158,0.4737,0.4211,0.3684,0.4737,0.4737,0.4737,0.0526,0.1053,0.1579,0.3158,0.4737,0.4211,0.3684,0.4737,0.4737,0.4737
permutation,0.6569,0.7569,0.5694,0.5694,0.6111,0.0,0.7569,0.5694,0.8333,0.6111,0.8333,0.6111,1.0,0.6667,0.7222,0.7222,0.8333,0.8333,0.5,0.5556,0.5556,0.6111,0.6111,0.6667,0.7222,0.7222,0.8333,0.8333,0.5,0.5556,0.5556,0.6111,0.6111
reindexing,0.454,0.3466,0.5057,0.5057,0.5455,0.0,0.3466,0.5057,0.6364,0.5455,0.6364,0.5455,1.0,0.3182,0.3636,0.3182,0.3636,0.3636,0.5455,0.4545,0.5,0.5455,0.5,0.3182,0.3636,0.3182,0.3636,0.3636,0.5455,0.4545,0.5,0.5455,0.5
