rule,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension_append_boundary_side_first,0.8597,0.9306,0.8472,0.8472,0.7778,0.0,0.9306,0.8472,1.0,0.7778,1.0,0.7778,1.0,0.8889,0.8889,0.8889,1.0,1.0,0.7778,0.8889,0.8889,0.7778,0.8889,0.8889,0.8889,0.8889,1.0,1.0,0.7778,0.8889,0.8889,0.7778,0.8889
extension_append_boundary_side_last,0.7463,0.9,0.6875,0.6875,0.6,0.0,0.9,0.6875,0.9,0.6,0.9,0.6,1.0,0.8,1.0,0.8,0.9,1.0,0.7,0.7,0.6,0.7,0.8,0.8,1.0,0.8,0.9,1.0,0.7,0.7,0.6,0.7,0.8
iteration_duplicate,0.8659,0.9716,0.8636,0.8636,0.7273,0.0,0.9716,0.8636,1.0,0.7273,1.0,0.7273,1.0,1.0,0.9545,1.0,0.9545,0.9545,0.6818,0.8636,0.9091,0.9545,0.7727,1.0,0.9545,1.0,0.9545,0.9545,0.6818,0.8636,0.9091,0.9545,0.7727
partitioning_by_offset_offset_0,0.6062,0.4,0.6875,0.6875,0.8,0.0,0.4,0.6875,0.4,0.8,0.4,0.8,1.0,0.2,0.3,0.6,0.4,0.4,0.6,0.6,0.7,0.8,0.7,0.2,0.3,0.6,0.4,0.4,0.6,0.6,0.7,0.8,0.7
partitioning_by_offset_offset_1,0.6792,0.4167,0.8194,0.8194,0.8889,0.0,0.4167,0.8194,0.1111,0.8889,0.1111,0.8889,1.0,0.3333,0.2222,0.6667,0.3333,0.5556,0.7778,0.7778,0.8889,0.7778,0.8889,0.3333,0.2222,0.6667,0.3333,0.5556,0.7778,0.7778,0.8889,0.7778,0.8889
permutation_reverse,0.7278,0.8611,0.7778,0.7778,0.5,0.0,0.8611,0.7778,0.8889,0.5,0.8889,0.5,1.0,0.8889,0.8333,0.8333,0.8889,0.8889,0.6667,0.7778,0.8333,0.7778,0.7778,0.8889,0.8333,0.8333,0.8889,0.8889,0.6667,0.7778,0.8333,0.7778,0.7778
reindexing_rotate_k_-1,0.7638,0.6625,0.8625,0.8625,0.8,0.0,0.6625,0.8625,0.7,0.8,0.7,0.8,1.0,0.9,0.7,0.6,0.6,0.6,0.9,0.9,0.8,0.8,1.0,0.9,0.7,0.6,0.6,0.6,0.9,0.9,0.8,0.8,1.0
reindexing_rotate_k_1,0.6771,0.6771,0.7708,0.7708,0.5833,0.0,0.6771,0.7708,0.5,0.5833,0.5,0.5833,1.0,0.5,0.6667,0.6667,0.75,0.75,0.6667,0.75,0.8333,0.8333,0.6667,0.5,0.6667,0.6667,0.75,0.75,0.6667,0.75,0.8333,0.8333,0.6667
