rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.8342,0.9408,0.8421,0.8421,0.6842,0.0,0.9408,0.8421,0.9474,0.6842,0.9474,0.6842,1.0,0.8421,0.8947,0.9474,1.0,1.0,0.6316,0.8947,0.8947,0.8421,0.8421,0.8421,0.8947,0.9474,1.0,1.0,0.6316,0.8947,0.8947,0.8421,0.8421
iteration,0.9011,1.0,0.8523,0.8523,0.8182,0.0,1.0,0.8523,1.0,0.8182,1.0,0.8182,1.0,1.0,1.0,1.0,1.0,1.0,0.6818,0.8182,0.8182,0.9545,0.9545,1.0,1.0,1.0,1.0,1.0,0.6818,0.8182,0.8182,0.9545,0.9545
partitioning,0.7605,0.6184,0.8158,0.8158,0.8947,0.0,0.6184,0.8158,0.3158,0.8947,0.3158,0.8947,1.0,0.3684,0.4737,0.6316,0.7368,0.8947,0.7368,0.7895,0.7368,0.8947,0.9474,0.3684,0.4737,0.6316,0.7368,0.8947,0.7368,0.7895,0.7368,0.8947,0.9474
permutation,0.8083,0.875,0.8056,0.8056,0.7222,0.0,0.875,0.8056,0.7222,0.7222,0.7222,0.7222,1.0,0.8333,0.8333,0.8889,0.8889,0.9444,0.6111,0.7222,0.8889,0.8333,0.9444,0.8333,0.8333,0.8889,0.8889,0.9444,0.6111,0.7222,0.8889,0.8333,0.9444
reindexing,0.8153,0.8068,0.8693,0.8693,0.7727,0.0,0.8068,0.8693,0.8182,0.7727,0.8182,0.7727,1.0,0.6364,0.6818,0.8182,0.9545,0.9091,0.8182,0.9545,0.8182,0.8636,0.8636,0.6364,0.6818,0.8182,0.9545,0.9091,0.8182,0.9545,0.8182,0.8636,0.8636
