rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.0638,0.0461,0.0461,0.0461,0.1053,0.0,0.0461,0.0461,0.0526,0.1053,0.0526,0.1053,1.0,0.0,0.0526,0.0526,0.0526,0.0526,0.0,0.0526,0.0526,0.0526,0.0526,0.0,0.0526,0.0526,0.0526,0.0526,0.0,0.0526,0.0526,0.0526,0.0526
iteration,0.152,0.0795,0.2188,0.2188,0.1818,0.0,0.0795,0.2188,0.1364,0.1818,0.1364,0.1818,1.0,0.0455,0.0455,0.0909,0.0909,0.1364,0.1591,0.2045,0.2273,0.25,0.2273,0.0455,0.0455,0.0909,0.0909,0.1364,0.1591,0.2045,0.2273,0.25,0.2273
partitioning,0.4033,0.3618,0.3882,0.3882,0.4737,0.0,0.3618,0.3882,0.2632,0.4737,0.2632,0.4737,1.0,0.1579,0.1579,0.4211,0.5263,0.5263,0.3158,0.3684,0.4211,0.4211,0.3684,0.1579,0.1579,0.4211,0.5263,0.5263,0.3158,0.3684,0.4211,0.4211,0.3684
permutation,0.2694,0.2569,0.2778,0.2778,0.2778,0.0,0.2569,0.2778,0.2778,0.2778,0.2778,0.2778,1.0,0.2222,0.2778,0.2778,0.2222,0.2778,0.2778,0.2778,0.2778,0.2778,0.2778,0.2222,0.2778,0.2778,0.2222,0.2778,0.2778,0.2778,0.2778,0.2778,0.2778
reindexing,0.0401,0.0,0.0199,0.0199,0.1136,0.0,0.0,0.0199,0.0909,0.1136,0.0909,0.1136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227,0.0227,0.0227,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.0227,0.0227,0.0227,0.0227
