rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.8178,0.875,0.8224,0.8224,0.7368,0.0,0.875,0.8224,0.8947,0.7368,0.8947,0.7368,1.0,0.4211,0.8947,1.0,0.9474,0.8947,0.6842,0.7895,0.8947,0.8421,0.8421,0.4211,0.8947,1.0,0.9474,0.8947,0.6842,0.7895,0.8947,0.8421,0.8421
iteration,0.904,0.9943,0.8239,0.8239,0.8636,0.0,0.9943,0.8239,1.0,0.8636,1.0,0.8636,1.0,0.9545,1.0,1.0,1.0,1.0,0.7273,0.6818,0.8636,0.9091,0.9545,0.9545,1.0,1.0,1.0,1.0,0.7273,0.6818,0.8636,0.9091,0.9545
partitioning,0.7855,0.6513,0.8026,0.8026,0.9474,0.0,0.6513,0.8026,0.2105,0.9474,0.2105,0.9474,1.0,0.3158,0.4737,0.7368,0.7895,0.8947,0.7368,0.7895,0.8421,0.7895,0.8421,0.3158,0.4737,0.7368,0.7895,0.8947,0.7368,0.7895,0.8421,0.7895,0.8421
permutation,0.8215,0.9236,0.7847,0.7847,0.7222,0.0,0.9236,0.7847,0.8889,0.7222,0.8889,0.7222,1.0,0.8333,0.8333,0.9444,1.0,1.0,0.5,0.7778,0.8333,0.8333,0.8889,0.8333,0.8333,0.9444,1.0,1.0,0.5,0.7778,0.8333,0.8333,0.8889
reindexing,0.8136,0.858,0.8864,0.8864,0.6818,0.0,0.858,0.8864,1.0,0.6818,1.0,0.6818,1.0,0.5909,0.7727,0.9091,1.0,0.9091,0.8636,0.8636,0.8636,0.9545,0.8636,0.5909,0.7727,0.9091,1.0,0.9091,0.8636,0.8636,0.8636,0.9545,0.8636
