rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.8,0.9145,0.7632,0.7632,0.6842,0.0,0.9145,0.7632,0.9474,0.6842,0.9474,0.6842,1.0,0.8421,0.9474,0.8421,0.9474,1.0,0.7368,0.7895,0.7368,0.7368,0.8421,0.8421,0.9474,0.8421,0.9474,1.0,0.7368,0.7895,0.7368,0.7368,0.8421
iteration,0.8659,0.9716,0.8636,0.8636,0.7273,0.0,0.9716,0.8636,1.0,0.7273,1.0,0.7273,1.0,1.0,0.9545,1.0,0.9545,0.9545,0.6818,0.8636,0.9091,0.9545,0.7727,1.0,0.9545,1.0,0.9545,0.9545,0.6818,0.8636,0.9091,0.9545,0.7727
partitioning,0.6408,0.4079,0.75,0.75,0.8421,0.0,0.4079,0.75,0.2632,0.8421,0.2632,0.8421,1.0,0.2632,0.2632,0.6316,0.3684,0.4737,0.6842,0.6842,0.7895,0.7895,0.7895,0.2632,0.2632,0.6316,0.3684,0.4737,0.6842,0.6842,0.7895,0.7895,0.7895
permutation,0.7278,0.8611,0.7778,0.7778,0.5,0.0,0.8611,0.7778,0.8889,0.5,0.8889,0.5,1.0,0.8889,0.8333,0.8333,0.8889,0.8889,0.6667,0.7778,0.8333,0.7778,0.7778,0.8889,0.8333,0.8333,0.8889,0.8889,0.6667,0.7778,0.8333,0.7778,0.7778
reindexing,0.7165,0.6705,0.8125,0.8125,0.6818,0.0,0.6705,0.8125,0.5909,0.6818,0.5909,0.6818,1.0,0.6818,0.6818,0.6364,0.6818,0.6818,0.7727,0.8182,0.8182,0.8182,0.8182,0.6818,0.6818,0.6364,0.6818,0.6818,0.7727,0.8182,0.8182,0.8182,0.8182
