difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.8438,0.8812,0.7875,0.7875,0.85,0.0,0.8812,0.7875,0.8,0.85,0.8,0.85,1.0,0.65,0.9,0.9,0.95,0.9,0.8,0.75,0.8,0.8,0.8,0.65,0.9,0.9,0.95,0.9,0.8,0.75,0.8,0.8,0.8
hard,0.8341,0.8688,0.8719,0.8719,0.75,0.0,0.8688,0.8719,0.825,0.75,0.825,0.75,1.0,0.85,0.85,0.8625,0.9,0.875,0.75,0.875,0.9,0.9,0.875,0.85,0.85,0.8625,0.9,0.875,0.75,0.875,0.9,0.9,0.875
medium,0.7606,0.6875,0.7438,0.7438,0.875,0.0,0.6875,0.7438,0.775,0.875,0.775,0.875,1.0,0.625,0.625,0.725,0.7,0.775,0.675,0.725,0.75,0.775,0.775,0.625,0.625,0.725,0.7,0.775,0.675,0.725,0.75,0.775,0.775
