rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.7855,0.8882,0.8026,0.8026,0.6316,0.0,0.8882,0.8026,0.9474,0.6316,0.9474,0.6316,1.0,0.8421,0.7895,0.9474,0.8947,1.0,0.7895,0.7895,0.7368,0.8421,0.8947,0.8421,0.7895,0.9474,0.8947,1.0,0.7895,0.7895,0.7368,0.8421,0.8947
iteration,0.9216,1.0,0.875,0.875,0.8636,0.0,1.0,0.875,1.0,0.8636,1.0,0.8636,1.0,1.0,1.0,1.0,1.0,1.0,0.7727,0.8636,0.9091,0.9091,0.8636,1.0,1.0,1.0,1.0,1.0,0.7727,0.8636,0.9091,0.9091,0.8636
partitioning,0.7553,0.5066,0.8421,0.8421,1.0,0.0,0.5066,0.8421,0.2105,1.0,0.2105,1.0,1.0,0.4737,0.5263,0.5263,0.3684,0.7368,0.7368,0.7895,0.8421,0.8947,0.9474,0.4737,0.5263,0.5263,0.3684,0.7368,0.7368,0.7895,0.8421,0.8947,0.9474
permutation,0.8528,0.9236,0.8333,0.8333,0.7778,0.0,0.9236,0.8333,1.0,0.7778,1.0,0.7778,1.0,0.9444,0.8889,0.8333,1.0,1.0,0.8333,0.8333,0.8333,0.8333,0.8333,0.9444,0.8889,0.8333,1.0,1.0,0.8333,0.8333,0.8333,0.8333,0.8333
reindexing,0.7864,0.7045,0.8636,0.8636,0.8182,0.0,0.7045,0.8636,0.9091,0.8182,0.9091,0.8182,1.0,0.5909,0.5909,0.7727,0.7727,0.7727,0.9091,0.8636,0.8636,0.8636,0.8182,0.5909,0.5909,0.7727,0.7727,0.7727,0.9091,0.8636,0.8636,0.8636,0.8182
