difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.8881,0.8562,0.8688,0.8688,0.95,0.0,0.8562,0.8688,0.95,0.95,0.95,0.95,1.0,0.75,0.85,0.85,0.9,0.9,0.75,0.85,0.9,0.9,0.9,0.75,0.85,0.85,0.9,0.9,0.75,0.85,0.9,0.9,0.9
hard,0.8119,0.825,0.9257,0.9257,0.75,0.0,0.825,0.9257,0.7838,0.8108,0.7838,0.8108,0.925,0.775,0.8,0.8,0.85,0.925,0.8378,0.9189,0.9459,0.9459,0.9459,0.775,0.8,0.8,0.85,0.925,0.8378,0.9189,0.9459,0.9459,0.9459
medium,0.7878,0.7156,0.7917,0.7917,0.9,0.0,0.7156,0.7917,0.6923,0.9231,0.6923,0.9231,0.975,0.625,0.65,0.725,0.75,0.85,0.7436,0.7436,0.7949,0.8205,0.8718,0.625,0.65,0.725,0.75,0.85,0.7436,0.7436,0.7949,0.8205,0.8718
