difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.3725,0.8562,0.7625,0.1,0.0,0.9,0.8438,0.75,0.8,0.0,0.8,0.0,1.0,0.15,0.85,0.95,1.0,1.0,0.1,0.65,0.8,1.0,1.0,0.15,0.85,1.0,1.0,1.0,0.1,0.65,0.85,1.0,1.0
hard,0.3147,0.7281,0.5844,0.0781,0.0,0.9,0.7281,0.5844,0.8,0.0,0.8,0.0,1.0,0.05,0.65,0.85,0.925,0.925,0.025,0.475,0.725,0.75,0.75,0.05,0.65,0.85,0.925,0.925,0.025,0.475,0.725,0.75,0.75
medium,0.3428,0.8219,0.8062,0.0219,0.025,0.975,0.8219,0.8,0.875,0.025,0.875,0.025,1.0,0.175,0.75,0.95,1.0,1.0,0.0,0.7,1.0,1.0,1.0,0.175,0.75,0.95,1.0,1.0,0.0,0.725,1.0,1.0,1.0
