difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.4262,0.7375,0.6688,0.4375,0.0,0.35,0.6875,0.6688,0.3,0.0,0.3,0.0,1.0,0.2,0.65,0.8,0.8,0.8,0.2,0.55,0.75,0.85,0.85,0.25,0.7,0.85,0.85,0.85,0.2,0.55,0.75,0.85,0.85
hard,0.3163,0.5188,0.4406,0.3625,0.0,0.225,0.5188,0.4406,0.2,0.0,0.2,0.0,1.0,0.225,0.45,0.55,0.625,0.675,0.175,0.375,0.475,0.55,0.55,0.225,0.45,0.55,0.625,0.675,0.175,0.375,0.475,0.55,0.55
medium,0.4188,0.6531,0.7031,0.5,0.025,0.35,0.6531,0.6969,0.275,0.025,0.275,0.025,1.0,0.2,0.55,0.725,0.825,0.825,0.125,0.55,0.8,0.9,0.95,0.2,0.55,0.725,0.825,0.825,0.125,0.55,0.825,0.9,0.95
