difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.4219,0.8625,0.675,0.2562,0.0,0.7,0.8375,0.6625,0.85,0.0,0.85,0.0,1.0,0.25,0.85,0.95,0.95,0.95,0.05,0.6,0.75,0.85,0.85,0.25,0.9,1.0,0.95,0.95,0.05,0.6,0.75,0.9,0.85
hard,0.3816,0.75,0.4562,0.2719,0.0,0.6,0.75,0.4562,0.7,0.0,0.7,0.0,1.0,0.275,0.725,0.825,0.875,0.875,0.075,0.425,0.5,0.575,0.575,0.275,0.725,0.825,0.875,0.875,0.075,0.425,0.5,0.575,0.575
medium,0.3781,0.8188,0.5994,0.1474,0.025,0.7179,0.8188,0.5929,0.8462,0.0256,0.8462,0.0256,0.975,0.225,0.775,0.95,0.95,0.975,0.0513,0.5385,0.6923,0.7179,0.7949,0.225,0.775,0.95,0.95,0.975,0.0513,0.5641,0.6923,0.7179,0.7949
