difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.065,0.1062,0.2062,0.075,0.0,0.15,0.1062,0.2062,0.2,0.0,0.2,0.0,1.0,0.15,0.0,0.2,0.1,0.1,0.2,0.25,0.25,0.15,0.15,0.15,0.0,0.2,0.1,0.1,0.2,0.25,0.25,0.15,0.15
hard,0.1384,0.2031,0.1656,0.1406,0.05,0.05,0.2031,0.1656,0.075,0.05,0.075,0.05,1.0,0.275,0.15,0.25,0.175,0.2,0.15,0.125,0.175,0.175,0.225,0.275,0.15,0.25,0.175,0.2,0.15,0.125,0.175,0.175,0.225
medium,0.1544,0.1562,0.1312,0.1062,0.2,0.075,0.1562,0.1312,0.225,0.2,0.225,0.2,1.0,0.25,0.125,0.175,0.125,0.15,0.2,0.125,0.125,0.1,0.15,0.25,0.125,0.175,0.125,0.15,0.2,0.125,0.125,0.1,0.15
