context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.2917,0.3194,0.3029,0.2212,0.3333,0.1923,0.3194,0.3029,0.3462,0.3462,0.3462,0.3462,0.963,0.5185,0.1111,0.4444,0.1852,0.5556,0.5769,0.0385,0.5385,0.0769,0.5385,0.5185,0.1111,0.4444,0.1852,0.5556,0.5769,0.0385,0.5385,0.0769,0.5385
local_pattern_consistency,0.3833,0.5833,0.3889,0.2778,0.2222,0.2222,0.5833,0.3889,0.5556,0.2222,0.5556,0.2222,1.0,1.0,0.2222,1.0,0.1111,1.0,0.7778,0.1111,0.6667,0.0,0.7778,1.0,0.2222,1.0,0.1111,1.0,0.7778,0.1111,0.6667,0.0,0.7778
majority_existence,0.3278,0.25,0.3102,0.2407,0.5185,0.1852,0.25,0.3102,0.3704,0.5185,0.3704,0.5185,1.0,0.5556,0.0741,0.3333,0.0741,0.4815,0.6667,0.037,0.5556,0.0,0.6296,0.5556,0.0741,0.3333,0.0741,0.4815,0.6667,0.037,0.5556,0.0,0.6296
repetition_presence,0.2914,0.3125,0.3164,0.2422,0.3125,0.25,0.3125,0.3164,0.3125,0.3125,0.3125,0.3125,1.0,0.4688,0.1875,0.4688,0.125,0.4688,0.5312,0.0938,0.5,0.125,0.5625,0.4688,0.1875,0.4688,0.125,0.4688,0.5312,0.0938,0.5,0.125,0.5625
size_parity,0.335,0.5,0.35,0.25,0.2,0.2,0.5,0.35,0.4,0.2,0.4,0.2,1.0,0.8,0.2,0.8,0.2,0.8,0.8,0.0,0.6,0.0,0.8,0.8,0.2,0.8,0.2,0.8,0.8,0.0,0.6,0.0,0.8
