shift_type,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
full_context_and_rule_remap,0.5003,0.6625,0.5,0.3594,0.425,0.225,0.6625,0.5,0.65,0.425,0.65,0.425,1.0,0.7,0.475,0.775,0.675,0.75,0.6,0.425,0.55,0.5,0.45,0.7,0.475,0.775,0.675,0.75,0.6,0.425,0.55,0.5,0.45
full_rule_remap_same_context,0.4862,0.5969,0.4094,0.35,0.475,0.125,0.5969,0.4094,0.625,0.475,0.625,0.475,1.0,0.675,0.5,0.625,0.575,0.7,0.575,0.375,0.35,0.3375,0.575,0.675,0.5,0.625,0.575,0.7,0.575,0.375,0.35,0.3375,0.575
single_rule_remap_same_context,0.4169,0.5688,0.4656,0.1812,0.45,0.5,0.5688,0.4656,0.4,0.45,0.4,0.45,1.0,0.65,0.55,0.6,0.5,0.6,0.625,0.5,0.5,0.4,0.3,0.65,0.55,0.6,0.5,0.6,0.625,0.5,0.5,0.4,0.3
