shift_type,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
full_context_and_rule_remap,0.5494,0.6469,0.5312,0.4438,0.525,0.125,0.6469,0.5312,0.675,0.525,0.675,0.525,1.0,0.75,0.375,0.75,0.7,0.775,0.75,0.25,0.65,0.5,0.7,0.75,0.375,0.75,0.7,0.775,0.75,0.25,0.65,0.5,0.7
full_rule_remap_same_context,0.5188,0.5562,0.5188,0.3875,0.6,0.175,0.5562,0.5188,0.6,0.6,0.6,0.6,1.0,0.675,0.45,0.6,0.525,0.625,0.7,0.3,0.6,0.525,0.6,0.675,0.45,0.6,0.525,0.625,0.7,0.3,0.6,0.525,0.6
single_rule_remap_same_context,0.4856,0.6,0.625,0.2188,0.6,0.55,0.6,0.625,0.5,0.6,0.5,0.6,1.0,0.7,0.55,0.7,0.5,0.6,0.75,0.3,0.8,0.6,0.85,0.7,0.55,0.7,0.5,0.6,0.75,0.3,0.8,0.6,0.85
