difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.3284,0.4219,0.2906,0.0823,0.45,0.5,0.4219,0.2906,0.4,0.45,0.4,0.45,1.0,0.55,0.275,0.6,0.275,0.525,0.525,0.0833,0.475,0.0417,0.6,0.55,0.275,0.6,0.275,0.525,0.525,0.0833,0.475,0.0417,0.6
hard,0.3325,0.3906,0.3344,0.2375,0.35,0.175,0.3906,0.3344,0.45,0.35,0.45,0.35,1.0,0.625,0.1,0.7,0.1,0.7,0.625,0.05,0.65,0.025,0.6,0.625,0.1,0.7,0.1,0.7,0.625,0.05,0.65,0.025,0.6
medium,0.31,0.2969,0.2875,0.1875,0.45,0.225,0.2969,0.2875,0.4,0.45,0.4,0.45,1.0,0.525,0.05,0.575,0.05,0.5,0.525,0.05,0.45,0.075,0.625,0.525,0.05,0.575,0.05,0.5,0.525,0.05,0.45,0.075,0.625
