context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.3449,0.338,0.3889,0.2546,0.4444,0.2593,0.338,0.3889,0.3704,0.4444,0.3704,0.4444,1.0,0.5926,0.037,0.6296,0.0,0.7778,0.6667,0.0741,0.6667,0.1111,0.7407,0.5926,0.037,0.6296,0.0,0.7778,0.6667,0.0741,0.6667,0.1111,0.7407
local_pattern_consistency,0.3389,0.4722,0.3472,0.2778,0.2222,0.3333,0.4722,0.3472,0.6667,0.2222,0.6667,0.2222,1.0,1.0,0.0,0.8889,0.0,1.0,0.7778,0.0,0.6667,0.0,0.6667,1.0,0.0,0.8889,0.0,1.0,0.7778,0.0,0.6667,0.0,0.6667
majority_existence,0.356,0.2685,0.3056,0.1991,0.6296,0.2593,0.2685,0.3056,0.5556,0.6296,0.5556,0.6296,1.0,0.7037,0.0,0.4074,0.0,0.6296,0.6296,0.037,0.5556,0.0,0.6296,0.7037,0.0,0.4074,0.0,0.6296,0.6296,0.037,0.5556,0.0,0.6296
repetition_presence,0.3746,0.3711,0.3789,0.2852,0.4688,0.25,0.3711,0.3789,0.5312,0.4688,0.5312,0.4688,1.0,0.5625,0.0938,0.7188,0.0625,0.6562,0.6875,0.1562,0.625,0.0938,0.5938,0.5625,0.0938,0.7188,0.0625,0.6562,0.6875,0.1562,0.625,0.0938,0.5938
size_parity,0.35,0.5,0.4,0.3,0.2,0.2,0.5,0.4,0.4,0.2,0.4,0.2,1.0,0.8,0.2,0.8,0.2,0.8,0.8,0.0,0.8,0.0,0.8,0.8,0.2,0.8,0.2,0.8,0.8,0.0,0.8,0.0,0.8
