shift_type,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
full_context_and_rule_remap,0.3953,0.4094,0.3718,0.3301,0.45,0.1026,0.4094,0.3718,0.6923,0.4615,0.6923,0.4615,0.975,0.7,0.075,0.775,0.025,0.825,0.7436,0.0,0.7692,0.0,0.6923,0.7,0.075,0.775,0.025,0.825,0.7436,0.0,0.7692,0.0,0.6923
full_rule_remap_same_context,0.3737,0.2969,0.3784,0.2703,0.6,0.1892,0.2969,0.3784,0.5405,0.6486,0.5405,0.6486,0.925,0.5,0.075,0.575,0.025,0.525,0.6216,0.1081,0.5946,0.1081,0.7838,0.5,0.075,0.575,0.025,0.525,0.6216,0.1081,0.5946,0.1081,0.7838
single_rule_remap_same_context,0.3412,0.3375,0.3618,0.1447,0.55,0.4211,0.3375,0.3618,0.6316,0.5789,0.6316,0.5789,0.95,0.65,0.05,0.55,0.1,0.65,0.6316,0.1053,0.7368,0.0,0.5789,0.65,0.05,0.55,0.1,0.65,0.6316,0.1053,0.7368,0.0,0.5789
