context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.3819,0.3889,0.401,0.2656,0.5185,0.2083,0.3889,0.401,0.625,0.5833,0.625,0.5833,0.8889,0.5556,0.1481,0.7037,0.0741,0.7037,0.75,0.0833,0.75,0.0417,0.7083,0.5556,0.1481,0.7037,0.0741,0.7037,0.75,0.0833,0.75,0.0417,0.7083
local_pattern_consistency,0.4167,0.4583,0.4444,0.3333,0.4444,0.2222,0.4583,0.4444,0.7778,0.4444,0.7778,0.4444,1.0,0.8889,0.0,0.8889,0.0,1.0,0.7778,0.0,1.0,0.0,0.7778,0.8889,0.0,0.8889,0.0,1.0,0.7778,0.0,1.0,0.0,0.7778
majority_existence,0.3944,0.3194,0.3241,0.2222,0.6667,0.1852,0.3194,0.3241,0.6296,0.6667,0.6296,0.6667,1.0,0.7037,0.037,0.5556,0.0,0.6667,0.6667,0.037,0.5926,0.0,0.6667,0.7037,0.037,0.5556,0.0,0.6667,0.6667,0.037,0.5926,0.0,0.6667
repetition_presence,0.3383,0.2891,0.3667,0.2917,0.4688,0.2,0.2891,0.3667,0.5667,0.5,0.5667,0.5,0.9375,0.4688,0.0312,0.5938,0.0312,0.5312,0.5667,0.1,0.6333,0.1,0.7,0.4688,0.0312,0.5938,0.0312,0.5312,0.5667,0.1,0.6333,0.1,0.7
size_parity,0.41,0.5,0.4,0.3,0.4,0.2,0.5,0.4,0.6,0.4,0.6,0.4,1.0,0.8,0.2,0.8,0.2,0.8,0.8,0.0,0.8,0.0,0.8,0.8,0.2,0.8,0.2,0.8,0.8,0.0,0.8,0.0,0.8
