context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.1111,0.1667,0.1019,0.0741,0.0741,0.0741,0.1667,0.1019,0.1111,0.0741,0.1111,0.0741,1.0,0.2222,0.1111,0.1852,0.1481,0.2222,0.2222,0.1111,0.0741,0.0741,0.0741,0.2222,0.1111,0.1852,0.1481,0.2222,0.2222,0.1111,0.0741,0.0741,0.0741
local_pattern_consistency,0.0806,0.1389,0.1944,0.0833,0.0,0.1111,0.1389,0.1944,0.1111,0.0,0.1111,0.0,1.0,0.2222,0.1111,0.1111,0.1111,0.2222,0.2222,0.1111,0.2222,0.2222,0.2222,0.2222,0.1111,0.1111,0.1111,0.2222,0.2222,0.1111,0.2222,0.2222,0.2222
majority_existence,0.212,0.2593,0.213,0.1759,0.1852,0.037,0.2593,0.213,0.3333,0.1852,0.3333,0.1852,1.0,0.4444,0.1481,0.3333,0.2222,0.2222,0.1481,0.1852,0.2593,0.1852,0.2963,0.4444,0.1481,0.3333,0.2222,0.2222,0.1481,0.1852,0.2593,0.1852,0.2963
repetition_presence,0.1004,0.1133,0.1797,0.1211,0.0625,0.125,0.1133,0.1797,0.0938,0.0625,0.0938,0.0625,1.0,0.0938,0.0938,0.1875,0.0938,0.0625,0.1875,0.1875,0.1875,0.1562,0.1875,0.0938,0.0938,0.1875,0.0938,0.0625,0.1875,0.1875,0.1875,0.1562,0.1875
size_parity,0.07,0.025,0.0,0.0,0.2,0.0,0.025,0.0,0.0,0.2,0.0,0.2,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
