difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.3169,0.3375,0.3562,0.1562,0.45,0.55,0.3375,0.3562,0.45,0.45,0.45,0.45,1.0,0.65,0.05,0.55,0.05,0.75,0.8,0.05,0.65,0.0,0.65,0.65,0.05,0.55,0.05,0.75,0.8,0.05,0.65,0.0,0.65
hard,0.3631,0.3969,0.3656,0.3062,0.375,0.175,0.3969,0.3656,0.575,0.375,0.575,0.375,1.0,0.75,0.025,0.725,0.025,0.875,0.675,0.05,0.7,0.05,0.65,0.75,0.025,0.725,0.025,0.875,0.675,0.05,0.7,0.05,0.65
medium,0.3712,0.3094,0.3562,0.25,0.575,0.2,0.3094,0.3562,0.45,0.575,0.45,0.575,1.0,0.575,0.075,0.575,0.025,0.55,0.625,0.125,0.55,0.1,0.675,0.575,0.075,0.575,0.025,0.55,0.625,0.125,0.55,0.1,0.675
