shift_type,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
full_context_and_rule_remap,0.4156,0.4531,0.3469,0.3062,0.475,0.125,0.4531,0.3469,0.75,0.475,0.75,0.475,1.0,0.75,0.1,0.825,0.1,0.825,0.725,0.0,0.675,0.025,0.65,0.75,0.1,0.825,0.1,0.825,0.725,0.0,0.675,0.025,0.65
full_rule_remap_same_context,0.3853,0.4031,0.3191,0.2336,0.525,0.1842,0.4031,0.3191,0.6842,0.5526,0.6842,0.5526,0.95,0.65,0.2,0.6,0.15,0.675,0.6579,0.1053,0.4737,0.1053,0.5263,0.65,0.2,0.6,0.15,0.675,0.6579,0.1053,0.4737,0.1053,0.5263
single_rule_remap_same_context,0.3731,0.375,0.3688,0.1438,0.6,0.5,0.375,0.3688,0.5,0.6,0.5,0.6,1.0,0.65,0.15,0.5,0.2,0.65,0.65,0.1,0.6,0.15,0.6,0.65,0.15,0.5,0.2,0.65,0.65,0.1,0.6,0.15,0.6
