context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.5153,0.6944,0.4537,0.3102,0.4815,0.2963,0.6944,0.4537,0.5926,0.4815,0.5926,0.4815,1.0,0.6296,0.5926,0.7778,0.7407,0.7037,0.5926,0.4444,0.4074,0.4444,0.4444,0.6296,0.5926,0.7778,0.7407,0.7037,0.5926,0.4444,0.4074,0.4444,0.4444
local_pattern_consistency,0.5889,0.7222,0.6181,0.4444,0.5556,0.2222,0.7222,0.6181,0.6667,0.5556,0.6667,0.5556,1.0,0.7778,0.6667,0.7778,0.6667,0.7778,0.7222,0.7778,0.4444,0.5556,0.6667,0.7778,0.6667,0.7778,0.6667,0.7778,0.7222,0.7778,0.4444,0.5556,0.6667
majority_existence,0.4514,0.5833,0.412,0.2824,0.4444,0.1852,0.5833,0.412,0.5185,0.4444,0.5185,0.4444,1.0,0.7407,0.5185,0.5926,0.5185,0.6667,0.5556,0.3704,0.3704,0.4444,0.3704,0.7407,0.5185,0.5926,0.5185,0.6667,0.5556,0.3704,0.3704,0.4444,0.3704
repetition_presence,0.4406,0.5391,0.4688,0.3438,0.4062,0.25,0.5391,0.4688,0.5938,0.4062,0.5938,0.4062,1.0,0.5938,0.3438,0.6562,0.5312,0.6562,0.625,0.375,0.5625,0.3594,0.5312,0.5938,0.3438,0.6562,0.5312,0.6562,0.625,0.375,0.5625,0.3594,0.5312
size_parity,0.46,0.7,0.35,0.2,0.4,0.2,0.7,0.35,0.8,0.4,0.8,0.4,1.0,1.0,0.6,0.6,0.6,1.0,0.4,0.2,0.6,0.2,0.4,1.0,0.6,0.6,0.6,1.0,0.4,0.2,0.6,0.2,0.4
