context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.4528,0.5694,0.4676,0.3056,0.4444,0.2222,0.5694,0.4676,0.6296,0.4444,0.6296,0.4444,1.0,0.6296,0.4074,0.6667,0.5185,0.7407,0.7037,0.1111,0.6296,0.4815,0.5926,0.6296,0.4074,0.6667,0.5185,0.7407,0.7037,0.1111,0.6296,0.4815,0.5926
local_pattern_consistency,0.625,0.9167,0.6389,0.4167,0.4444,0.2222,0.9167,0.6389,0.5556,0.4444,0.5556,0.4444,1.0,1.0,0.6667,1.0,1.0,1.0,0.7778,0.3333,0.7778,0.6667,0.7778,1.0,0.6667,1.0,1.0,1.0,0.7778,0.3333,0.7778,0.6667,0.7778
majority_existence,0.5611,0.5694,0.5787,0.4074,0.7037,0.2222,0.5694,0.5787,0.6296,0.7037,0.6296,0.7037,1.0,0.6667,0.4074,0.6667,0.5556,0.6296,0.8148,0.2963,0.7037,0.5556,0.7037,0.6667,0.4074,0.6667,0.5556,0.6296,0.8148,0.2963,0.7037,0.5556,0.7037
repetition_presence,0.4969,0.5391,0.5742,0.4062,0.5312,0.25,0.5391,0.5742,0.5625,0.5312,0.5625,0.5312,1.0,0.6875,0.4062,0.5938,0.5312,0.5625,0.6875,0.4375,0.5938,0.5625,0.7188,0.6875,0.4062,0.5938,0.5312,0.5625,0.6875,0.4375,0.5938,0.5625,0.7188
size_parity,0.7075,0.775,0.425,0.325,1.0,0.2,0.775,0.425,0.8,1.0,0.8,1.0,1.0,1.0,0.6,0.8,0.8,0.8,0.6,0.0,0.8,0.2,0.8,1.0,0.6,0.8,0.8,0.8,0.6,0.0,0.8,0.2,0.8
