context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.45,0.4444,0.6065,0.4259,0.4815,0.2222,0.4444,0.6065,0.5926,0.4815,0.5926,0.4815,1.0,0.6667,0.2222,0.4444,0.4444,0.6667,0.6667,0.4815,0.5926,0.6296,0.7778,0.6667,0.2222,0.4444,0.4444,0.6667,0.6667,0.4815,0.5926,0.6296,0.7778
local_pattern_consistency,0.6097,0.7639,0.6528,0.4583,0.5556,0.3333,0.7639,0.6528,0.6667,0.5556,0.6667,0.5556,1.0,1.0,0.5556,1.0,0.5556,0.8889,0.6667,0.3333,0.7778,0.7778,0.7778,1.0,0.5556,1.0,0.5556,0.8889,0.6667,0.3333,0.7778,0.7778,0.7778
majority_existence,0.5,0.5556,0.5278,0.3704,0.5556,0.1852,0.5556,0.5278,0.6296,0.5556,0.6296,0.5556,1.0,0.7407,0.5556,0.5556,0.4444,0.5926,0.7037,0.4074,0.5556,0.4815,0.6296,0.7407,0.5556,0.5556,0.4444,0.5926,0.7037,0.4074,0.5556,0.4815,0.6296
repetition_presence,0.4332,0.4883,0.5625,0.418,0.375,0.2188,0.4883,0.5625,0.6562,0.375,0.6562,0.375,1.0,0.5938,0.3438,0.5625,0.4375,0.625,0.6562,0.4062,0.6562,0.5312,0.6562,0.5938,0.3438,0.5625,0.4375,0.625,0.6562,0.4062,0.6562,0.5312,0.6562
size_parity,0.825,0.975,0.55,0.45,1.0,0.2,0.975,0.55,0.4,1.0,0.4,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.6,0.4,0.6,0.6,0.6,0.8,1.0,1.0,1.0,1.0,0.6,0.4,0.6,0.6,0.6
