context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.2824,0.2755,0.2546,0.1667,0.4074,0.1852,0.2755,0.2546,0.3704,0.4074,0.3704,0.4074,1.0,0.4444,0.1111,0.463,0.0833,0.4444,0.463,0.037,0.463,0.0741,0.4259,0.4444,0.1111,0.463,0.0833,0.4444,0.463,0.037,0.463,0.0741,0.4259
local_pattern_consistency,0.3028,0.4028,0.3611,0.3611,0.1111,0.0,0.4028,0.3611,0.4444,0.1111,0.4444,0.1111,1.0,0.6667,0.1111,0.7778,0.0,0.7778,0.6667,0.0,0.7778,0.0,0.6667,0.6667,0.1111,0.7778,0.0,0.7778,0.6667,0.0,0.7778,0.0,0.6667
majority_existence,0.2926,0.3009,0.25,0.1667,0.4074,0.1852,0.3009,0.25,0.2963,0.4074,0.2963,0.4074,1.0,0.5556,0.1481,0.4444,0.1111,0.4444,0.5556,0.0,0.4444,0.0,0.5556,0.5556,0.1481,0.4444,0.1111,0.4444,0.5556,0.0,0.4444,0.0,0.5556
repetition_presence,0.2809,0.2656,0.3047,0.2695,0.3125,0.0938,0.2656,0.3047,0.2812,0.3125,0.2812,0.3125,1.0,0.375,0.0938,0.4062,0.125,0.5,0.4062,0.0312,0.5938,0.0938,0.5938,0.375,0.0938,0.4062,0.125,0.5,0.4062,0.0312,0.5938,0.0938,0.5938
size_parity,0.23,0.5,0.2,0.1,0.0,0.2,0.5,0.2,0.8,0.0,0.8,0.0,1.0,0.8,0.2,0.8,0.2,0.8,0.4,0.0,0.4,0.0,0.4,0.8,0.2,0.8,0.2,0.8,0.4,0.0,0.4,0.0,0.4
