shift_type,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
full_context_and_rule_remap,0.4062,0.4062,0.3717,0.3289,0.5,0.1053,0.4062,0.3717,0.7632,0.5263,0.7632,0.5263,0.95,0.75,0.025,0.775,0.025,0.85,0.8158,0.0,0.7105,0.0,0.7368,0.75,0.025,0.775,0.025,0.85,0.8158,0.0,0.7105,0.0,0.7368
full_rule_remap_same_context,0.4128,0.3688,0.3388,0.2467,0.65,0.1842,0.3688,0.3388,0.7368,0.6842,0.7368,0.6842,0.95,0.625,0.075,0.65,0.1,0.675,0.7105,0.1053,0.5263,0.0789,0.5789,0.625,0.075,0.65,0.1,0.675,0.7105,0.1053,0.5263,0.0789,0.5789
single_rule_remap_same_context,0.3181,0.3312,0.3947,0.1776,0.45,0.5263,0.3312,0.3947,0.5789,0.4737,0.5789,0.4737,0.95,0.6,0.05,0.55,0.05,0.75,0.6316,0.0526,0.7368,0.1053,0.7368,0.6,0.05,0.55,0.05,0.75,0.6316,0.0526,0.7368,0.1053,0.7368
