difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.2013,0.2688,0.2688,0.0625,0.25,0.25,0.2688,0.2688,0.2,0.25,0.2,0.25,1.0,0.2,0.2,0.3,0.3,0.35,0.3,0.25,0.3,0.2,0.35,0.2,0.2,0.3,0.3,0.35,0.3,0.25,0.3,0.2,0.35
hard,0.2791,0.4094,0.3281,0.2344,0.15,0.175,0.4094,0.3281,0.35,0.15,0.35,0.15,1.0,0.4,0.275,0.5,0.4,0.525,0.45,0.275,0.325,0.3,0.375,0.4,0.275,0.5,0.4,0.525,0.45,0.275,0.325,0.3,0.375
medium,0.2034,0.2156,0.3438,0.1656,0.225,0.275,0.2156,0.3438,0.325,0.225,0.325,0.225,1.0,0.325,0.1,0.225,0.225,0.3,0.35,0.3,0.375,0.3,0.45,0.325,0.1,0.225,0.225,0.3,0.35,0.3,0.375,0.3,0.45
