difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.3619,0.6,0.4938,0.2062,0.2,0.55,0.6,0.4938,0.45,0.2,0.45,0.2,1.0,0.7,0.55,0.6,0.5,0.8,0.65,0.45,0.55,0.4,0.5,0.7,0.55,0.6,0.5,0.8,0.65,0.45,0.55,0.4,0.5
hard,0.5594,0.6719,0.55,0.4438,0.525,0.175,0.6719,0.55,0.75,0.525,0.75,0.525,1.0,0.725,0.45,0.775,0.7,0.8,0.75,0.45,0.6,0.5,0.55,0.725,0.45,0.775,0.7,0.8,0.75,0.45,0.6,0.5,0.55
medium,0.4359,0.5625,0.3781,0.2781,0.425,0.175,0.5625,0.3781,0.525,0.425,0.525,0.425,1.0,0.7,0.4,0.575,0.575,0.7,0.625,0.225,0.375,0.3,0.6,0.7,0.4,0.575,0.575,0.7,0.625,0.225,0.375,0.3,0.6
