shift_type,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
full_context_and_rule_remap,0.3731,0.3844,0.3656,0.3062,0.425,0.175,0.3844,0.3656,0.625,0.425,0.625,0.425,1.0,0.8,0.0,0.75,0.0,0.775,0.7,0.025,0.725,0.05,0.625,0.8,0.0,0.75,0.0,0.775,0.7,0.025,0.725,0.05,0.625
full_rule_remap_same_context,0.3709,0.3438,0.3219,0.2281,0.55,0.175,0.3438,0.3219,0.6,0.55,0.6,0.55,1.0,0.6,0.125,0.55,0.125,0.55,0.625,0.075,0.575,0.05,0.55,0.6,0.125,0.55,0.125,0.55,0.625,0.075,0.575,0.05,0.55
single_rule_remap_same_context,0.3612,0.425,0.3625,0.1375,0.5,0.55,0.425,0.3625,0.5,0.5,0.5,0.5,1.0,0.6,0.15,0.75,0.15,0.7,0.7,0.0,0.7,0.1,0.6,0.6,0.15,0.75,0.15,0.7,0.7,0.0,0.7,0.1,0.6
