context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.3616,0.3657,0.3611,0.2361,0.4815,0.2222,0.3657,0.3611,0.4815,0.4815,0.4815,0.4815,1.0,0.6296,0.1111,0.6296,0.1111,0.5926,0.6667,0.0741,0.6667,0.0741,0.5926,0.6296,0.1111,0.6296,0.1111,0.5926,0.6667,0.0741,0.6667,0.0741,0.5926
local_pattern_consistency,0.3639,0.5139,0.4444,0.3056,0.2222,0.3333,0.5139,0.4444,0.7778,0.2222,0.7778,0.2222,1.0,0.8889,0.1111,1.0,0.0,1.0,0.7778,0.0,1.0,0.0,0.7778,0.8889,0.1111,1.0,0.0,1.0,0.7778,0.0,1.0,0.0,0.7778
majority_existence,0.3806,0.3194,0.3102,0.213,0.6296,0.2593,0.3194,0.3102,0.6667,0.6296,0.6667,0.6296,1.0,0.7037,0.037,0.5926,0.0,0.5926,0.6296,0.0,0.5926,0.037,0.5926,0.7037,0.037,0.5926,0.0,0.5926,0.6296,0.0,0.5926,0.037,0.5926
repetition_presence,0.35,0.3594,0.3398,0.25,0.4375,0.25,0.3594,0.3398,0.5938,0.4375,0.5938,0.4375,1.0,0.5938,0.0625,0.625,0.125,0.6562,0.6875,0.0625,0.625,0.0625,0.5312,0.5938,0.0625,0.625,0.125,0.6562,0.6875,0.0625,0.625,0.0625,0.5312
size_parity,0.495,0.6,0.35,0.25,0.6,0.2,0.6,0.35,0.4,0.6,0.4,0.6,1.0,1.0,0.2,1.0,0.2,1.0,0.6,0.0,0.6,0.2,0.6,1.0,0.2,1.0,0.2,1.0,0.6,0.0,0.6,0.2,0.6
