difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.1306,0.1812,0.375,0.375,0.1,0.0,0.1812,0.375,0.4,0.4,0.4,0.4,0.25,0.15,0.15,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.15,0.15,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4
hard,0.0462,0.0594,0.2,0.2,0.05,0.0,0.0594,0.2,0.4,0.4,0.4,0.4,0.125,0.05,0.05,0.05,0.075,0.075,0.2,0.2,0.2,0.2,0.2,0.05,0.05,0.05,0.075,0.075,0.2,0.2,0.2,0.2,0.2
medium,0.1003,0.1031,0.5417,0.5417,0.075,0.0,0.1031,0.5417,0.1111,0.3333,0.1111,0.3333,0.225,0.05,0.075,0.125,0.125,0.125,0.3333,0.5556,0.5556,0.5556,0.6667,0.05,0.075,0.125,0.125,0.125,0.3333,0.5556,0.5556,0.5556,0.6667
