difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.1506,0.0812,0.2438,0.2438,0.15,0.0,0.0188,0.1,0.05,0.05,0.1,0.15,1.0,0.0,0.0,0.0,0.025,0.1,0.1,0.05,0.1,0.1,0.2,0.05,0.1,0.05,0.075,0.15,0.15,0.2,0.25,0.25,0.4
hard,0.2101,0.1417,0.2865,0.2865,0.225,0.0,0.1219,0.1615,0.15,0.1,0.225,0.225,1.0,0.05,0.075,0.125,0.175,0.175,0.075,0.1833,0.15,0.175,0.2,0.05,0.0833,0.1333,0.225,0.2,0.15,0.3083,0.3,0.3,0.325
medium,0.1147,0.0969,0.1531,0.1531,0.1,0.0,0.0812,0.0594,0.075,0.1,0.075,0.1,1.0,0.075,0.05,0.075,0.1,0.125,0.05,0.025,0.1,0.05,0.075,0.075,0.05,0.1,0.125,0.15,0.1,0.075,0.25,0.175,0.125
