difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.5456,0.4125,0.6688,0.6688,0.6,0.0,0.4125,0.6688,0.45,0.6,0.45,0.6,1.0,0.25,0.4,0.45,0.4,0.55,0.65,0.7,0.7,0.6,0.7,0.25,0.4,0.45,0.4,0.55,0.65,0.7,0.7,0.6,0.7
hard,0.5044,0.5531,0.4938,0.4938,0.45,0.0,0.5531,0.4938,0.675,0.45,0.675,0.45,1.0,0.3,0.475,0.55,0.725,0.625,0.275,0.425,0.575,0.575,0.525,0.3,0.475,0.55,0.725,0.625,0.275,0.425,0.575,0.575,0.525
medium,0.6375,0.5812,0.675,0.675,0.675,0.0,0.5812,0.675,0.475,0.675,0.475,0.675,1.0,0.35,0.475,0.65,0.65,0.75,0.5,0.65,0.725,0.7,0.75,0.35,0.475,0.65,0.65,0.75,0.5,0.65,0.725,0.7,0.75
