difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.5169,0.4719,0.5938,0.5938,0.5,0.0,0.2938,0.4156,0.4,0.35,0.6,0.5,1.0,0.15,0.35,0.2,0.4,0.3,0.35,0.5,0.425,0.4,0.325,0.3,0.55,0.35,0.55,0.575,0.425,0.725,0.575,0.575,0.575
hard,0.5373,0.501,0.5979,0.5979,0.525,0.0,0.3823,0.3073,0.55,0.375,0.725,0.525,1.0,0.2,0.3083,0.4333,0.4667,0.4417,0.2583,0.225,0.325,0.325,0.45,0.25,0.3833,0.5583,0.6417,0.5917,0.3833,0.575,0.65,0.65,0.65
medium,0.5076,0.5339,0.5052,0.5052,0.475,0.0,0.3438,0.2615,0.375,0.275,0.7,0.475,1.0,0.25,0.275,0.4083,0.3583,0.4167,0.15,0.25,0.2333,0.325,0.325,0.3,0.4292,0.625,0.6167,0.6292,0.45,0.375,0.5583,0.55,0.625
