rule,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension_pad_pad_val_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extension_pad_pad_val_1,0.0268,0.0,0.0893,0.0893,0.0,0.0,0.0,0.0893,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.1429,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.1429,0.1429
extension_pad_pad_val_9,0.1219,0.0,0.2083,0.2083,0.25,0.0,0.0,0.2083,0.3333,0.3333,0.3333,0.3333,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.3333,0.3333
iteration_tile_axis_0,0.0583,0.0,0.0278,0.0278,0.1667,0.0,0.0,0.0278,0.0,0.1667,0.0,0.1667,1.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.0556,0.0,0.0556,0.0,0.0,0.0,0.0,0.0,0.0556,0.0,0.0556,0.0,0.0556
iteration_tile_axis_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
partitioning_crop_quadrant_1,0.06,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
partitioning_crop_quadrant_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
partitioning_crop_quadrant_3,0.0562,0.0,0.1875,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0
partitioning_crop_quadrant_4,0.1325,0.2,0.2917,0.2917,0.0,0.0,0.2,0.2917,0.3333,0.0,0.3333,0.0,0.6,0.2,0.2,0.2,0.2,0.2,0.0,0.3333,0.3333,0.3333,0.3333,0.2,0.2,0.2,0.2,0.2,0.0,0.3333,0.3333,0.3333,0.3333
permutation_transpose,0.0549,0.0278,0.1016,0.1016,0.0556,0.0,0.0278,0.1016,0.0,0.0625,0.0,0.0625,0.8889,0.0556,0.0,0.0,0.0556,0.0556,0.125,0.125,0.125,0.0625,0.0625,0.0556,0.0,0.0,0.0556,0.0556,0.125,0.125,0.125,0.0625,0.0625
reindexing_spatial_shift_axis_0_shift_-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reindexing_spatial_shift_axis_0_shift_1,0.0429,0.0,0.1429,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.1429,0.1429,0.1429,0.1429
reindexing_spatial_shift_axis_1_shift_-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reindexing_spatial_shift_axis_1_shift_1,0.0375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
