difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.4138,0.5,0.3625,0.3625,0.35,0.0,0.5,0.3625,0.4,0.35,0.4,0.35,1.0,0.4,0.5,0.45,0.55,0.6,0.4,0.45,0.3,0.35,0.3,0.4,0.5,0.45,0.55,0.6,0.4,0.45,0.3,0.35,0.3
hard,0.338,0.4312,0.3391,0.3391,0.2125,0.0,0.4188,0.3109,0.55,0.2125,0.575,0.2125,1.0,0.275,0.35,0.45,0.5083,0.4583,0.1875,0.3,0.3333,0.35,0.3333,0.275,0.35,0.475,0.5333,0.4583,0.1875,0.35,0.3583,0.375,0.3583
medium,0.4184,0.4094,0.474,0.474,0.375,0.0,0.4094,0.4302,0.275,0.35,0.3,0.375,1.0,0.375,0.35,0.5,0.375,0.45,0.3333,0.4083,0.5083,0.3958,0.4833,0.375,0.35,0.5,0.375,0.45,0.3333,0.4583,0.5583,0.4458,0.5333
