rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.1678,0.1974,0.725,0.725,0.1053,0.0,0.1974,0.725,0.0,0.4,0.0,0.4,0.2632,0.0526,0.1053,0.2632,0.2632,0.2632,0.2,0.8,0.8,0.8,0.8,0.0526,0.1053,0.2632,0.2632,0.2632,0.2,0.8,0.8,0.8,0.8
iteration,0.1074,0.1364,0.375,0.375,0.0909,0.0,0.1364,0.375,0.6,0.4,0.6,0.4,0.2273,0.1364,0.1364,0.1364,0.1364,0.1364,0.2,0.4,0.4,0.4,0.4,0.1364,0.1364,0.1364,0.1364,0.1364,0.2,0.4,0.4,0.4,0.4
partitioning,0.0914,0.1053,0.225,0.225,0.1053,0.0,0.1053,0.225,0.2,0.4,0.2,0.4,0.2632,0.1053,0.1053,0.1053,0.1053,0.1053,0.2,0.2,0.2,0.2,0.4,0.1053,0.1053,0.1053,0.1053,0.1053,0.2,0.2,0.2,0.2,0.4
permutation,0.0389,0.0556,1.0,1.0,0.0,0.0,0.0556,1.0,0.0,0.0,0.0,0.0,0.0556,0.0556,0.0556,0.0556,0.0556,0.0556,1.0,1.0,1.0,1.0,1.0,0.0556,0.0556,0.0556,0.0556,0.0556,1.0,1.0,1.0,1.0,1.0
reindexing,0.0222,0.017,0.0417,0.0417,0.0455,0.0,0.017,0.0417,0.3333,0.3333,0.3333,0.3333,0.1364,0.0,0.0,0.0,0.0455,0.0455,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0455,0.3333,0.0,0.0,0.0,0.0
