rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.324,0.1974,0.4221,0.4221,0.3947,0.0,0.1974,0.4221,0.3158,0.3947,0.3158,0.3947,1.0,0.1053,0.1053,0.2632,0.2105,0.3158,0.2018,0.4386,0.3509,0.5439,0.5088,0.1053,0.1053,0.2632,0.2105,0.3158,0.2018,0.4386,0.3509,0.5439,0.5088
iteration,0.4114,0.5,0.3864,0.3864,0.3182,0.0,0.5,0.3864,0.7727,0.3182,0.7727,0.3182,1.0,0.3182,0.4091,0.5455,0.5606,0.6515,0.2727,0.3636,0.4545,0.3864,0.4091,0.3182,0.4091,0.5455,0.5606,0.6515,0.2727,0.3636,0.4545,0.3864,0.4091
partitioning,0.402,0.4671,0.4013,0.4013,0.3158,0.0,0.4671,0.2829,0.3684,0.2632,0.3684,0.3158,1.0,0.4211,0.4737,0.4211,0.5263,0.4737,0.1579,0.2632,0.3684,0.2632,0.3158,0.4211,0.4737,0.4211,0.5263,0.4737,0.1579,0.4211,0.4737,0.4211,0.4211
permutation,0.2993,0.3264,0.3403,0.3403,0.2222,0.0,0.2986,0.3056,0.1111,0.2222,0.2222,0.2222,1.0,0.2778,0.2222,0.3889,0.2778,0.3333,0.2222,0.3889,0.3333,0.2778,0.2222,0.2778,0.2222,0.4444,0.3333,0.3333,0.2222,0.4444,0.3889,0.2778,0.2778
reindexing,0.4682,0.642,0.4318,0.4318,0.2727,0.0,0.642,0.4318,0.4091,0.2727,0.4091,0.2727,1.0,0.5455,0.6364,0.6818,0.6818,0.5909,0.5455,0.4091,0.4545,0.3636,0.4545,0.5455,0.6364,0.6818,0.6818,0.5909,0.5455,0.4091,0.4545,0.3636,0.4545
