rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.4553,0.3618,0.4561,0.4561,0.5789,0.0,0.3618,0.4561,0.5789,0.5789,0.5789,0.5789,1.0,0.2632,0.3684,0.3158,0.4211,0.4211,0.2632,0.3158,0.4211,0.6316,0.6491,0.2632,0.3684,0.3158,0.4211,0.4211,0.2632,0.3158,0.4211,0.6316,0.6491
iteration,0.725,0.6534,0.7727,0.7727,0.7727,0.0,0.6534,0.7727,0.9091,0.7727,0.9091,0.7727,1.0,0.4091,0.5,0.6818,0.8182,0.8182,0.4545,0.6818,0.8636,0.8636,0.9091,0.4091,0.5,0.6818,0.8182,0.8182,0.4545,0.6818,0.8636,0.8636,0.9091
partitioning,0.7592,0.5954,0.7895,0.7895,0.9474,0.0,0.4967,0.7895,0.4737,0.9474,0.5263,0.9474,1.0,0.3509,0.3772,0.4825,0.6404,0.6228,0.5263,0.7368,0.8421,0.8421,0.9474,0.4035,0.4825,0.5877,0.7456,0.7281,0.5263,0.7368,0.8421,0.8421,0.9474
permutation,0.6462,0.6181,0.6632,0.6632,0.6667,0.0,0.6181,0.6632,0.7222,0.6667,0.7222,0.6667,1.0,0.2222,0.5556,0.7222,0.7222,0.7222,0.3889,0.5556,0.6944,0.7778,0.8611,0.2222,0.5556,0.7222,0.7222,0.7222,0.3889,0.5556,0.6944,0.7778,0.8611
reindexing,0.6386,0.6591,0.6591,0.6591,0.5909,0.0,0.6591,0.6591,0.5455,0.5909,0.5455,0.5909,1.0,0.5,0.6364,0.6818,0.7273,0.6818,0.5455,0.6364,0.6818,0.6818,0.7273,0.5,0.6364,0.6818,0.7273,0.6818,0.5455,0.6364,0.6818,0.6818,0.7273
