rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.4448,0.3925,0.5384,0.5384,0.4211,0.0,0.125,0.3344,0.3684,0.3158,0.7895,0.4211,1.0,0.1053,0.0526,0.1053,0.2105,0.1579,0.1228,0.3158,0.3421,0.4211,0.3947,0.1579,0.3246,0.3333,0.5965,0.4737,0.2807,0.4737,0.6579,0.5789,0.6053
iteration,0.4915,0.4659,0.5625,0.5625,0.4545,0.0,0.3807,0.375,0.5455,0.3636,0.6818,0.4545,1.0,0.2727,0.3636,0.4091,0.3636,0.5,0.2727,0.2727,0.4545,0.4091,0.4545,0.3182,0.4091,0.5,0.5,0.5909,0.3636,0.5,0.6364,0.5909,0.6818
partitioning,0.4867,0.4101,0.4441,0.4441,0.6316,0.0,0.3904,0.1316,0.5263,0.3158,0.5789,0.6316,1.0,0.1579,0.2281,0.5614,0.4737,0.4386,0.1053,0.0526,0.0526,0.2632,0.2105,0.1579,0.2281,0.5614,0.5263,0.4912,0.3947,0.2632,0.5,0.5789,0.4737
permutation,0.5241,0.5671,0.4907,0.4907,0.5,0.0,0.2986,0.2407,0.2778,0.2778,0.7778,0.5,1.0,0.1667,0.3333,0.2778,0.3333,0.3333,0.1667,0.2222,0.2407,0.2222,0.3889,0.2778,0.5,0.6296,0.6667,0.6667,0.3333,0.5278,0.5463,0.4722,0.5
reindexing,0.6449,0.6875,0.733,0.733,0.5,0.0,0.517,0.4375,0.5,0.3636,0.6364,0.5,1.0,0.3182,0.5,0.5,0.6364,0.5455,0.4545,0.5455,0.4091,0.3636,0.4091,0.4545,0.6818,0.6818,0.7727,0.7727,0.6818,0.8182,0.6364,0.7273,0.8182
