rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.0355,0.0,0.0694,0.0694,0.0526,0.0,0.0,0.0694,0.0556,0.0556,0.0556,0.0556,0.9474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.1111,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111,0.1111,0.1111
iteration,0.0239,0.0,0.0119,0.0119,0.0682,0.0,0.0,0.0119,0.0,0.0714,0.0,0.0714,0.9545,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0238,0.0,0.0238,0.0,0.0,0.0,0.0,0.0,0.0238,0.0,0.0238,0.0,0.0238
partitioning,0.0625,0.0526,0.1016,0.1016,0.0526,0.0,0.0526,0.1016,0.0625,0.0625,0.0625,0.0625,0.8421,0.0526,0.0526,0.0526,0.0526,0.0526,0.0,0.125,0.125,0.125,0.0625,0.0526,0.0526,0.0526,0.0526,0.0526,0.0,0.125,0.125,0.125,0.0625
permutation,0.0549,0.0278,0.1016,0.1016,0.0556,0.0,0.0278,0.1016,0.0,0.0625,0.0,0.0625,0.8889,0.0556,0.0,0.0,0.0556,0.0556,0.125,0.125,0.125,0.0625,0.0625,0.0556,0.0,0.0,0.0556,0.0556,0.125,0.125,0.125,0.0625,0.0625
reindexing,0.0273,0.0,0.0455,0.0455,0.0455,0.0,0.0,0.0,0.0,0.0455,0.0,0.0455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0455,0.0455,0.0455,0.0455
