rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.4224,0.3158,0.5694,0.5694,0.4474,0.0,0.3158,0.5694,0.6111,0.4722,0.6111,0.4722,0.9474,0.0526,0.1053,0.3158,0.5789,0.4737,0.3333,0.5,0.6111,0.6667,0.6667,0.0526,0.1053,0.3158,0.5789,0.4737,0.3333,0.5,0.6111,0.6667,0.6667
iteration,0.6125,0.8068,0.5568,0.5568,0.4091,0.0,0.8068,0.5568,0.9545,0.4091,0.9545,0.4091,1.0,0.5909,0.7273,0.8636,0.8636,0.9545,0.3636,0.5455,0.6364,0.5909,0.5455,0.5909,0.7273,0.8636,0.8636,0.9545,0.3636,0.5455,0.6364,0.5909,0.5455
partitioning,0.4145,0.375,0.4844,0.4844,0.4737,0.0,0.375,0.4844,0.3125,0.5625,0.3125,0.5625,0.8421,0.3158,0.1579,0.5263,0.3684,0.5789,0.375,0.4375,0.5625,0.4375,0.625,0.3158,0.1579,0.5263,0.3684,0.5789,0.375,0.4375,0.5625,0.4375,0.625
permutation,0.4438,0.4167,0.5347,0.5347,0.3889,0.0,0.4167,0.5347,0.2778,0.3889,0.2778,0.3889,1.0,0.2222,0.4444,0.4444,0.4444,0.4444,0.4444,0.5556,0.5556,0.5,0.6111,0.2222,0.4444,0.4444,0.4444,0.4444,0.4444,0.5556,0.5556,0.5,0.6111
reindexing,0.5795,0.6136,0.5227,0.5227,0.5909,0.0,0.6136,0.5227,0.5,0.5909,0.5,0.5909,1.0,0.5909,0.6364,0.5455,0.6818,0.5909,0.6364,0.5,0.5909,0.4091,0.5455,0.5909,0.6364,0.5455,0.6818,0.5909,0.6364,0.5,0.5909,0.4091,0.5455
