rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.1296,0.0395,0.2741,0.2741,0.1053,0.0,0.0395,0.1294,0.0,0.1053,0.0,0.1053,1.0,0.0,0.0,0.0526,0.0789,0.0526,0.0526,0.1228,0.1053,0.1579,0.2105,0.0,0.0,0.0526,0.0789,0.0526,0.1053,0.2281,0.2632,0.3684,0.3684
iteration,0.2331,0.178,0.3125,0.3125,0.2273,0.0,0.1534,0.1591,0.1818,0.0455,0.3182,0.2273,1.0,0.0,0.0909,0.1818,0.1818,0.3182,0.0909,0.1364,0.1818,0.1364,0.2727,0.0,0.1061,0.197,0.2273,0.3636,0.1364,0.3182,0.4091,0.2727,0.3636
partitioning,0.1296,0.0921,0.0987,0.0987,0.2105,0.0,0.0921,0.0395,0.2632,0.1579,0.2632,0.2105,1.0,0.1053,0.0526,0.1053,0.1053,0.1053,0.0,0.0526,0.0,0.0526,0.1053,0.1053,0.0526,0.1053,0.1053,0.1053,0.0526,0.0526,0.1053,0.1053,0.2105
permutation,0.134,0.1319,0.2153,0.2153,0.0556,0.0,0.0694,0.0903,0.0556,0.0556,0.0556,0.0556,1.0,0.1111,0.0556,0.0,0.1111,0.1111,0.1111,0.1111,0.1111,0.0556,0.0556,0.1111,0.1111,0.0556,0.2222,0.1667,0.2222,0.2778,0.2222,0.1667,0.1667
reindexing,0.1608,0.108,0.2102,0.2102,0.1818,0.0,0.0625,0.1136,0.0,0.0909,0.0455,0.1818,1.0,0.0455,0.0455,0.0455,0.0909,0.0909,0.0909,0.0455,0.1818,0.1364,0.0909,0.0909,0.0909,0.0909,0.1364,0.1364,0.1364,0.0909,0.3182,0.2727,0.1818
