difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.1756,0.2188,0.5139,0.2083,0.2,0.4444,0.2188,0.5139,0.4444,0.4444,0.4444,0.4444,0.45,0.35,0.05,0.4,0.05,0.4,0.7778,0.1111,0.8889,0.2222,0.8889,0.35,0.05,0.4,0.05,0.4,0.7778,0.1111,0.8889,0.2222,0.8889
hard,0.0575,0.0594,0.2778,0.2778,0.05,0.0,0.0594,0.2778,0.3333,0.2222,0.3333,0.2222,0.225,0.1,0.0,0.125,0.0,0.125,0.6667,0.0,0.5556,0.0,0.4444,0.1,0.0,0.125,0.0,0.125,0.6667,0.0,0.5556,0.0,0.4444
medium,0.0659,0.05,0.2361,0.2361,0.1,0.0,0.05,0.2361,0.4444,0.4444,0.4444,0.4444,0.225,0.125,0.0,0.075,0.0,0.125,0.3333,0.0,0.5556,0.0,0.4444,0.125,0.0,0.075,0.0,0.125,0.3333,0.0,0.5556,0.0,0.4444
