context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.2875,0.2989,0.3913,0.2989,0.2609,0.2174,0.2989,0.3913,0.4783,0.2609,0.4783,0.2609,1.0,0.5217,0.0,0.6087,0.0,0.6522,0.6087,0.1739,0.6522,0.087,0.6957,0.5217,0.0,0.6087,0.0,0.6522,0.6087,0.1739,0.6522,0.087,0.6957
local_pattern_consistency,0.4217,0.4667,0.4667,0.3833,0.4,0.1333,0.4667,0.4667,0.6667,0.4,0.6667,0.4,1.0,0.6,0.1333,0.8,0.1333,1.0,0.9333,0.0667,0.8,0.1333,0.8,0.6,0.1333,0.8,0.1333,1.0,0.9333,0.0667,0.8,0.1333,0.8
majority_existence,0.2865,0.255,0.275,0.255,0.36,0.04,0.255,0.275,0.36,0.36,0.36,0.36,1.0,0.48,0.04,0.4,0.12,0.44,0.36,0.04,0.6,0.0,0.56,0.48,0.04,0.4,0.12,0.44,0.36,0.04,0.6,0.0,0.56
repetition_presence,0.3241,0.3519,0.2963,0.2407,0.3704,0.0741,0.3519,0.2963,0.4074,0.3704,0.4074,0.3704,1.0,0.4815,0.0741,0.6296,0.0741,0.7778,0.5185,0.0741,0.4815,0.1111,0.5185,0.4815,0.0741,0.6296,0.0741,0.7778,0.5185,0.0741,0.4815,0.1111,0.5185
size_parity,0.325,0.5125,0.5,0.3,0.1,0.3,0.5125,0.5,0.1,0.1,0.1,0.1,1.0,0.8,0.4,0.7,0.2,0.7,0.7,0.2,0.9,0.2,0.7,0.8,0.4,0.7,0.2,0.7,0.7,0.2,0.9,0.2,0.7
