context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.0712,0.0598,0.2708,0.2708,0.087,0.0,0.0598,0.2708,0.1667,0.3333,0.1667,0.3333,0.2609,0.1304,0.0,0.1304,0.0,0.087,0.5,0.0,0.5,0.0,0.6667,0.1304,0.0,0.1304,0.0,0.087,0.5,0.0,0.5,0.0,0.6667
local_pattern_consistency,0.1742,0.1917,0.4464,0.2679,0.2,0.2857,0.1917,0.4464,0.5714,0.4286,0.5714,0.4286,0.4667,0.3333,0.0,0.4,0.0,0.4,0.8571,0.0,0.8571,0.1429,0.7143,0.3333,0.0,0.4,0.0,0.4,0.8571,0.0,0.8571,0.1429,0.7143
majority_existence,0.0515,0.035,0.325,0.225,0.08,0.2,0.035,0.325,0.2,0.4,0.2,0.4,0.2,0.12,0.0,0.04,0.0,0.08,0.4,0.0,0.8,0.0,0.6,0.12,0.0,0.04,0.0,0.08,0.4,0.0,0.8,0.0,0.6
repetition_presence,0.0931,0.0972,0.2344,0.2344,0.1111,0.0,0.0972,0.2344,0.625,0.375,0.625,0.375,0.2963,0.1481,0.0,0.1852,0.0,0.2593,0.5,0.0,0.5,0.0,0.375,0.1481,0.0,0.1852,0.0,0.2593,0.5,0.0,0.5,0.0,0.375
size_parity,0.04,0.1,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,1.0,1.0,1.0,1.0,1.0
