context_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
boundary_relation,0.2859,0.2418,0.3315,0.2391,0.3913,0.2174,0.2418,0.3152,0.2174,0.3913,0.2174,0.3913,1.0,0.3913,0.087,0.3913,0.0435,0.5,0.6522,0.1739,0.4783,0.0,0.5652,0.3913,0.087,0.3913,0.0435,0.5,0.6522,0.1739,0.5217,0.0,0.6087
local_pattern_consistency,0.3167,0.4667,0.3333,0.3,0.1333,0.2,0.4667,0.3333,0.5333,0.1333,0.5333,0.1333,1.0,0.6667,0.1333,0.8667,0.0667,0.9333,0.7333,0.0,0.6,0.0,0.7333,0.6667,0.1333,0.8667,0.0667,0.9333,0.7333,0.0,0.6,0.0,0.7333
majority_existence,0.2115,0.225,0.205,0.205,0.2,0.0,0.225,0.205,0.24,0.2,0.24,0.2,1.0,0.44,0.04,0.4,0.0,0.48,0.32,0.0,0.4,0.0,0.52,0.44,0.04,0.4,0.0,0.48,0.32,0.0,0.4,0.0,0.52
repetition_presence,0.256,0.1991,0.2361,0.2176,0.3704,0.037,0.1944,0.2315,0.4074,0.3333,0.4074,0.3704,1.0,0.4815,0.0,0.3704,0.0,0.3333,0.3704,0.037,0.4444,0.0,0.5185,0.4815,0.0,0.3704,0.0,0.3704,0.4074,0.037,0.4444,0.0,0.5185
size_parity,0.215,0.425,0.2625,0.15,0.0,0.3,0.425,0.2625,0.1,0.0,0.1,0.0,1.0,0.7,0.2,0.7,0.1,0.7,0.4,0.0,0.6,0.0,0.5,0.7,0.2,0.7,0.1,0.7,0.4,0.0,0.6,0.0,0.5
