rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.8849,0.9539,0.8882,0.8882,0.7895,0.0,0.9539,0.8882,1.0,0.7895,1.0,0.7895,1.0,0.8947,0.8947,1.0,1.0,0.9474,0.7895,0.8947,0.8421,0.9474,0.9474,0.8947,0.8947,1.0,1.0,0.9474,0.7895,0.8947,0.8421,0.9474,0.9474
iteration,0.9028,1.0,0.8125,0.8125,0.8636,0.0,1.0,0.8125,1.0,0.8636,1.0,0.8636,1.0,1.0,1.0,1.0,1.0,1.0,0.7727,0.7727,0.8182,0.8636,0.8182,1.0,1.0,1.0,1.0,1.0,0.7727,0.7727,0.8182,0.8636,0.8182
partitioning,0.6743,0.4079,0.8618,0.8618,0.8421,0.0,0.4079,0.8618,0.2105,0.8421,0.2105,0.8421,1.0,0.3684,0.3158,0.3684,0.4737,0.5789,0.7895,0.8947,0.8421,0.8421,0.9474,0.3684,0.3158,0.3684,0.4737,0.5789,0.7895,0.8947,0.8421,0.8421,0.9474
permutation,0.8507,0.9444,0.7986,0.7986,0.7778,0.0,0.9444,0.7986,0.8333,0.7778,0.8333,0.7778,1.0,0.9444,0.9444,0.9444,0.9444,0.9444,0.6667,0.8333,0.8333,0.7778,0.8333,0.9444,0.9444,0.9444,0.9444,0.9444,0.6667,0.8333,0.8333,0.7778,0.8333
reindexing,0.7176,0.5455,0.8466,0.8466,0.8182,0.0,0.5455,0.8466,0.7273,0.8182,0.7273,0.8182,1.0,0.4545,0.4091,0.6364,0.5909,0.6364,0.8182,0.8182,0.8636,0.8636,0.8636,0.4545,0.4091,0.6364,0.5909,0.6364,0.8182,0.8182,0.8636,0.8636,0.8636
