difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.8125,0.8125,0.825,0.825,0.8,0.0,0.8125,0.825,0.75,0.8,0.75,0.8,1.0,0.65,0.8,0.9,0.85,0.75,0.75,0.8,0.85,0.85,0.85,0.65,0.8,0.9,0.85,0.75,0.75,0.8,0.85,0.85,0.85
hard,0.9138,0.9531,0.95,0.95,0.825,0.0,0.9531,0.95,0.85,0.825,0.85,0.825,1.0,0.875,0.975,0.975,0.95,0.95,0.85,0.925,0.975,0.975,1.0,0.875,0.975,0.975,0.95,0.95,0.85,0.925,0.975,0.975,1.0
medium,0.7806,0.7656,0.8062,0.8062,0.775,0.0,0.7656,0.8062,0.7,0.775,0.7,0.775,1.0,0.65,0.65,0.825,0.825,0.875,0.7,0.775,0.825,0.825,0.9,0.65,0.65,0.825,0.825,0.875,0.7,0.775,0.825,0.825,0.9
