difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.4294,0.375,0.4312,0.4312,0.5,0.0,0.375,0.4312,0.4,0.5,0.4,0.5,1.0,0.3,0.3,0.4,0.45,0.4,0.45,0.4,0.5,0.4,0.4,0.3,0.3,0.4,0.45,0.4,0.45,0.4,0.5,0.4,0.4
hard,0.7912,0.8062,0.8375,0.8375,0.725,0.0,0.8062,0.8375,0.75,0.725,0.75,0.725,1.0,0.8,0.75,0.825,0.825,0.85,0.75,0.825,0.875,0.85,0.85,0.8,0.75,0.825,0.825,0.85,0.75,0.825,0.875,0.85,0.85
medium,0.5556,0.5688,0.4938,0.4938,0.6,0.0,0.5688,0.4938,0.575,0.6,0.575,0.6,1.0,0.55,0.5,0.6,0.6,0.6,0.475,0.45,0.475,0.525,0.575,0.55,0.5,0.6,0.6,0.6,0.475,0.45,0.475,0.525,0.575
