difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.0519,0.125,0.0062,0.0062,0.0,0.0,0.125,0.0062,0.2,0.0,0.2,0.0,1.0,0.05,0.15,0.15,0.1,0.15,0.0,0.0,0.0,0.0,0.05,0.05,0.15,0.15,0.1,0.15,0.0,0.0,0.0,0.0,0.05
hard,0.3069,0.3594,0.3188,0.3188,0.225,0.0,0.3594,0.3188,0.375,0.225,0.375,0.225,1.0,0.4,0.35,0.325,0.375,0.375,0.275,0.3,0.25,0.4,0.375,0.4,0.35,0.325,0.375,0.375,0.275,0.3,0.25,0.4,0.375
medium,0.1812,0.2,0.1125,0.1125,0.225,0.0,0.2,0.1125,0.325,0.225,0.325,0.225,1.0,0.25,0.15,0.225,0.175,0.25,0.075,0.1,0.125,0.1,0.175,0.25,0.15,0.225,0.175,0.25,0.075,0.1,0.125,0.1,0.175
