difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.7919,0.775,0.7562,0.7562,0.85,0.0,0.775,0.7562,0.8,0.85,0.8,0.85,1.0,0.7,0.7,0.8,0.85,0.8,0.75,0.8,0.75,0.75,0.7,0.7,0.7,0.8,0.85,0.8,0.75,0.8,0.75,0.75,0.7
hard,0.8541,0.825,0.9219,0.9219,0.825,0.0,0.825,0.9219,0.8,0.825,0.8,0.825,1.0,0.85,0.775,0.825,0.825,0.9,0.875,0.9,0.925,0.95,0.95,0.85,0.775,0.825,0.825,0.9,0.875,0.9,0.925,0.95,0.95
medium,0.7647,0.7094,0.8031,0.8031,0.8,0.0,0.7094,0.8031,0.7,0.8,0.7,0.8,1.0,0.625,0.65,0.75,0.75,0.75,0.675,0.8,0.8,0.825,0.9,0.625,0.65,0.75,0.75,0.75,0.675,0.8,0.8,0.825,0.9
