rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.7546,0.9342,0.5855,0.5855,0.6842,0.0,0.9342,0.5855,0.8947,0.6842,0.8947,0.6842,1.0,0.9474,0.8947,0.9474,0.9474,0.9474,0.5789,0.5789,0.6316,0.5263,0.6316,0.9474,0.8947,0.9474,0.9474,0.9474,0.5789,0.5789,0.6316,0.5263,0.6316
iteration,0.742,0.9602,0.6932,0.6932,0.5,0.0,0.9602,0.6932,1.0,0.5,1.0,0.5,1.0,0.9545,1.0,0.9545,0.9545,0.9091,0.5455,0.6364,0.6818,0.8182,0.7273,0.9545,1.0,0.9545,0.9545,0.9091,0.5455,0.6364,0.6818,0.8182,0.7273
partitioning,0.573,0.3026,0.6645,0.6645,0.8421,0.0,0.3026,0.6645,0.2105,0.8421,0.2105,0.8421,1.0,0.3684,0.2632,0.3158,0.2105,0.4737,0.6316,0.6316,0.6842,0.6842,0.6842,0.3684,0.2632,0.3158,0.2105,0.4737,0.6316,0.6316,0.6842,0.6842,0.6842
permutation,0.6854,0.9375,0.5903,0.5903,0.4444,0.0,0.9375,0.5903,0.9444,0.4444,0.9444,0.4444,1.0,0.8889,0.9444,0.9444,0.9444,0.9444,0.6111,0.6111,0.5556,0.6111,0.5556,0.8889,0.9444,0.9444,0.9444,0.9444,0.6111,0.6111,0.5556,0.6111,0.5556
reindexing,0.6636,0.5852,0.6591,0.6591,0.7727,0.0,0.5852,0.6591,0.6364,0.7727,0.6364,0.7727,1.0,0.5455,0.5909,0.6818,0.5455,0.5,0.6364,0.6818,0.6818,0.6364,0.6364,0.5455,0.5909,0.6818,0.5455,0.5,0.6364,0.6818,0.6818,0.6364,0.6364
