rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.7625,0.7368,0.7569,0.7569,0.8421,0.0,0.7368,0.7569,0.9444,0.8889,0.9444,0.8889,0.9474,0.7368,0.6842,0.7368,0.7895,0.7368,0.6667,0.7222,0.7778,0.7778,0.8333,0.7368,0.6842,0.7368,0.7895,0.7368,0.6667,0.7222,0.7778,0.7778,0.8333
iteration,0.8915,0.9886,0.8807,0.8807,0.7727,0.0,0.9886,0.8807,0.9091,0.7727,0.9091,0.7727,1.0,1.0,1.0,1.0,1.0,0.9091,0.7727,0.8182,1.0,0.9091,0.8182,1.0,1.0,1.0,1.0,0.9091,0.7727,0.8182,1.0,0.9091,0.8182
partitioning,0.7158,0.4474,0.7895,0.7895,1.0,0.0,0.4474,0.7895,0.1579,1.0,0.1579,1.0,1.0,0.5263,0.3158,0.3158,0.5789,0.6316,0.5789,0.8421,0.7368,0.8421,0.8947,0.5263,0.3158,0.3158,0.5789,0.6316,0.5789,0.8421,0.7368,0.8421,0.8947
permutation,0.8493,0.9097,0.7847,0.7847,0.8333,0.0,0.9097,0.7847,0.8889,0.8333,0.8889,0.8333,1.0,0.7778,0.9444,1.0,0.8333,0.9444,0.6667,0.7222,0.8889,0.7778,0.8333,0.7778,0.9444,1.0,0.8333,0.9444,0.6667,0.7222,0.8889,0.7778,0.8333
reindexing,0.6705,0.5,0.7955,0.7955,0.7727,0.0,0.5,0.7955,0.6364,0.7727,0.6364,0.7727,1.0,0.3636,0.4545,0.6364,0.5,0.4545,0.8182,0.8182,0.8636,0.6818,0.8182,0.3636,0.4545,0.6364,0.5,0.4545,0.8182,0.8182,0.8636,0.6818,0.8182
