rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.8513,0.9145,0.7763,0.7763,0.8421,0.0,0.9145,0.7763,1.0,0.8421,1.0,0.8421,1.0,0.7895,0.8947,0.9474,0.9474,0.9474,0.6842,0.7895,0.7895,0.7895,0.7895,0.7895,0.8947,0.9474,0.9474,0.9474,0.6842,0.7895,0.7895,0.7895,0.7895
iteration,0.8352,0.9545,0.7738,0.7738,0.7727,0.0,0.9545,0.7738,1.0,0.8095,1.0,0.8095,0.9545,0.9545,0.9545,0.9545,0.9545,0.9545,0.619,0.7143,0.7619,0.8571,0.9048,0.9545,0.9545,0.9545,0.9545,0.9545,0.619,0.7143,0.7619,0.8571,0.9048
partitioning,0.6789,0.4342,0.8333,0.8333,0.8947,0.0,0.4342,0.8333,0.3333,0.9444,0.3333,0.9444,0.9474,0.4211,0.3684,0.3684,0.5263,0.5263,0.7222,0.7778,0.8889,0.8333,0.9444,0.4211,0.3684,0.3684,0.5263,0.5263,0.7222,0.7778,0.8889,0.8333,0.9444
permutation,0.8431,0.9097,0.7639,0.7639,0.8333,0.0,0.9097,0.7639,1.0,0.8333,1.0,0.8333,1.0,0.7778,0.8889,0.9444,0.9444,0.9444,0.6111,0.6667,0.8333,0.8333,0.8333,0.7778,0.8889,0.9444,0.9444,0.9444,0.6111,0.6667,0.8333,0.8333,0.8333
reindexing,0.7335,0.517,0.9345,0.9345,0.8636,0.0,0.517,0.9345,0.4286,0.9048,0.4286,0.9048,0.9545,0.4545,0.5,0.5,0.5455,0.5909,0.9048,1.0,0.9524,0.9048,0.8571,0.4545,0.5,0.5,0.5455,0.5909,0.9048,1.0,0.9524,0.9048,0.8571
