rule_family,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
extension,0.7539,0.8092,0.75,0.75,0.6842,0.0,0.8092,0.75,0.8421,0.6842,0.8421,0.6842,1.0,0.8947,0.6842,0.8421,0.8947,0.7368,0.6316,0.7368,0.7895,0.7895,0.7368,0.8947,0.6842,0.8421,0.8947,0.7368,0.6316,0.7368,0.7895,0.7895,0.7368
iteration,0.8932,0.9545,0.7955,0.7955,0.9091,0.0,0.9545,0.7955,1.0,0.9091,1.0,0.9091,1.0,0.9545,0.9545,0.9545,0.9545,0.9545,0.6364,0.7727,0.8182,0.8636,0.8182,0.9545,0.9545,0.9545,0.9545,0.9545,0.6364,0.7727,0.8182,0.8636,0.8182
partitioning,0.5717,0.3684,0.6776,0.6776,0.7368,0.0,0.3684,0.6776,0.2105,0.7368,0.2105,0.7368,1.0,0.3684,0.3684,0.3684,0.3158,0.4737,0.4737,0.6842,0.6842,0.7368,0.7368,0.3684,0.3684,0.3684,0.3158,0.4737,0.4737,0.6842,0.6842,0.7368,0.7368
permutation,0.75,0.7708,0.75,0.75,0.7222,0.0,0.7708,0.75,0.8333,0.7222,0.8333,0.7222,1.0,0.7222,0.7222,0.7778,0.8333,0.7778,0.6667,0.7222,0.7778,0.7778,0.7778,0.7222,0.7222,0.7778,0.8333,0.7778,0.6667,0.7222,0.7778,0.7778,0.7778
reindexing,0.5483,0.3693,0.6761,0.6761,0.6591,0.0,0.3693,0.6761,0.4545,0.6591,0.4545,0.6591,1.0,0.4091,0.4091,0.3182,0.3636,0.3636,0.6364,0.6818,0.6818,0.6818,0.6818,0.4091,0.4091,0.3182,0.3636,0.3636,0.6364,0.6818,0.6818,0.6818,0.6818
