difficulty,final_score,acquisition_score,adaptation_score,flexibility_score,transfer_score,perseveration_penalty,pre_curve_exact,post_curve_exact,pre_probe_score,post_probe_score,pre_probe_soft_score,post_probe_soft_score,schema_success_rate,pre_query_score_1,pre_query_score_2,pre_query_score_3,pre_query_score_4,pre_query_score_5,post_query_score_1,post_query_score_2,post_query_score_3,post_query_score_4,post_query_score_5,pre_query_soft_score_1,pre_query_soft_score_2,pre_query_soft_score_3,pre_query_soft_score_4,pre_query_soft_score_5,post_query_soft_score_1,post_query_soft_score_2,post_query_soft_score_3,post_query_soft_score_4,post_query_soft_score_5
easy,0.645,0.7312,0.6875,0.425,0.75,0.3,0.7312,0.6875,0.8,0.75,0.8,0.75,1.0,0.7,0.75,0.7,0.75,0.75,0.6,0.7,0.7,0.7,0.7,0.7,0.75,0.7,0.75,0.75,0.6,0.7,0.7,0.7,0.7
hard,0.7456,0.8656,0.9312,0.7562,0.575,0.175,0.8656,0.9312,0.5,0.575,0.5,0.575,1.0,0.725,0.8,0.875,0.95,0.95,0.925,0.925,0.925,0.95,0.925,0.725,0.8,0.875,0.95,0.95,0.925,0.925,0.925,0.95,0.925
medium,0.4597,0.4062,0.5875,0.4656,0.525,0.125,0.4062,0.5875,0.225,0.525,0.225,0.525,1.0,0.425,0.35,0.45,0.4,0.425,0.5,0.55,0.625,0.625,0.6,0.425,0.35,0.45,0.4,0.425,0.5,0.55,0.625,0.625,0.6
